,job_level,job_duration_in_current_job_level,person_level,job_duration_in_current_person_level,job_duration_in_current_branch,Employee_type,Employee_status,gender,age,marital_status_maried(Y/N),number_of_dependences,number_of_dependences (male),number_of_dependences (female),Education_level,GPA,year_graduated,job_duration_as_permanent_worker,job_duration_from_training,branch_rotation,job_rotation,assign_of_otherposition,annual leave,sick_leaves,Best Performance,Avg_achievement_%,Last_achievement_%,Achievement_above_100%_during3quartal,achievement_target_1,achievement_target_2,achievement_target_3
13855,JG05,8.0,PG06,5.0,2.25,RM_type_A,Permanent,Male,1966,N,0,0,0,level_3,0.0,1990,25.0,25,8,6,5,0,0,0,62.21,40.47,1.0,7,7,3
13856,JG04,1.92,PG03,1.92,2.83,RM_type_A,Permanent,Male,1987,N,0,0,0,level_4,3.22,2010,5.0,5,2,3,4,6,1,1,54.94333333333333,63.56,0.0,7,6,3
13857,JG04,1.92,PG03,1.92,2.25,RM_type_A,Permanent,Male,1989,N,0,0,0,level_4,3.38,2011,5.0,5,2,3,0,3,2,0,62.15,41.58,1.0,7,7,3
13858,JG04,1.58,PG03,1.58,2.25,RM_type_B,Permanent,Male,1990,Y,0,0,0,level_4,2.96,2013,3.0,3,2,2,2,1,0,0,44.08000000000001,48.27,0.0,7,7,3
13859,JG04,1.25,PG03,1.25,1.75,RM_type_B,Permanent,Female,1991,Y,0,0,0,level_4,3.29,2013,2.0,2,1,2,0,4,4,0,,,,9,9,0
13860,JG04,1.58,PG03,1.58,0.5,RM_type_B,Permanent,Male,1987,Y,1,1,0,level_3,3.07,2008,6.0,6,3,3,1,0,0,0,88.12,91.19,2.0,6,5,3
13861,JG04,1.92,PG03,1.92,0.5,RM_type_B,Permanent,Male,1987,Y,2,0,2,level_4,3.14,2011,5.0,5,3,2,1,4,0,0,58.62,66.22,0.0,6,7,3
13862,JG04,1.92,PG03,1.92,2.25,RM_type_A,Permanent,Male,1986,N,0,0,0,level_4,3.03,2009,5.0,5,3,3,0,4,0,1,63.14666666666667,41.85,1.0,7,7,1
13863,JG04,1.08,PG03,1.08,1.25,RM_type_B,Permanent,Male,1989,Y,0,0,0,level_4,3.55,2012,1.0,1,1,2,0,0,0,0,,,,9,9,0
13864,JG04,3.0,PG04,0.0,2.25,RM_type_A,Permanent,Male,1985,N,0,0,0,level_4,3.27,2008,7.0,7,3,3,3,0,0,0,76.01333333333334,54.98,1.0,7,7,3
13865,JG04,1.92,PG03,1.92,0.5,RM_type_C,Permanent,Male,1986,Y,1,0,1,level_4,3.25,2009,6.0,6,3,3,2,4,0,0,72.31,84.31,0.0,6,8,1
13866,JG04,1.75,PG03,1.75,0.5,RM_type_C,Permanent,Female,1987,Y,0,0,0,level_4,3.0,2008,6.0,6,5,5,0,3,0,0,47.22666666666667,47.23,0.0,8,7,1
13867,JG04,1.75,PG03,1.75,2.25,RM_type_A,Permanent,Male,1988,Y,2,1,1,level_3,3.11,2009,6.0,6,4,3,0,5,0,0,44.35,49.88,0.0,7,7,3
13868,JG04,1.92,PG03,1.92,0.5,RM_type_A,Permanent,Male,1988,Y,1,1,0,level_4,3.28,2010,5.0,5,3,2,1,2,0,0,73.14333333333333,78.68,0.0,5,7,3
13869,JG04,1.25,PG03,1.25,1.75,RM_type_B,Permanent,Male,1985,N,0,0,0,level_3,3.26,2010,2.0,2,1,2,0,0,0,1,,,,9,9,0
13870,JG04,2.17,PG03,2.17,2.25,RM_type_A,Permanent,Male,1988,Y,1,0,1,level_3,3.09,2009,6.0,6,3,2,3,3,0,0,55.81666666666666,47.49,0.0,6,7,1
13871,JG04,1.58,PG03,1.58,0.5,RM_type_B,Permanent,Female,1990,N,0,0,0,level_3,3.25,2011,6.0,6,3,2,0,1,0,0,53.49666666666667,56.75,0.0,6,7,3
13872,JG04,1.92,PG03,1.92,0.5,RM_type_A,Permanent,Female,1988,Y,1,1,0,level_4,3.71,2010,5.0,5,3,3,3,0,1,0,50.01333333333334,52.81,0.0,5,7,3
13873,JG04,2.5,PG03,2.5,0.5,RM_type_A,Permanent,Male,1988,Y,2,2,0,level_4,2.96,2011,5.0,5,4,3,2,3,0,0,61.00666666666667,63.79,0.0,6,7,1
13874,JG04,1.92,PG03,1.92,1.5,RM_type_A,Permanent,Male,1989,Y,1,0,1,level_4,3.71,2013,3.0,3,4,4,0,5,0,0,42.326666666666654,50.72,0.0,6,7,3
13875,JG03,0.08,PG01,0.08,0.08,RM_type_B,Contract,Male,1991,N,0,0,0,level_4,3.08,2014,,1,1,1,0,0,0,0,,,,9,9,0
13876,JG04,1.25,PG03,1.25,1.42,RM_type_A,Permanent,Male,1983,Y,2,1,1,level_3,3.34,2006,7.0,7,3,3,5,0,0,1,62.35333333333333,68.49,0.0,6,7,3
13877,JG04,2.42,PG04,0.0,2.42,RM_type_C,Permanent,Male,1986,Y,1,1,0,level_3,3.21,2008,5.0,5,2,3,1,5,8,0,49.58333333333334,50.74,0.0,7,7,3
13878,JG04,1.83,PG03,1.83,1.5,RM_type_B,Permanent,Female,1990,N,0,0,0,level_4,3.52,2012,4.0,4,3,2,0,3,8,0,43.88,34.16,0.0,6,7,1
13879,JG04,1.92,PG03,1.92,2.42,RM_type_A,Permanent,Male,1989,Y,1,0,1,level_4,3.43,2012,4.0,4,2,2,0,4,0,0,44.71666666666667,45.76,0.0,7,7,1
13880,JG04,1.42,PG03,1.42,0.5,RM_type_B,Permanent,Male,1993,Y,0,0,0,level_3,3.2,2014,2.0,2,2,2,0,0,0,0,,,,9,9,0
13881,JG04,1.08,PG03,1.08,1.08,RM_type_B,Permanent,Male,1989,N,0,0,0,level_3,2.92,2010,1.0,1,1,1,0,0,3,0,,,,9,9,0
13882,JG04,0.33,PG03,0.33,0.33,RM_type_B,Permanent,Female,1989,Y,0,0,0,level_4,3.14,2012,1.0,1,1,1,0,0,0,0,,,,9,9,0
13883,JG04,1.92,PG03,1.92,1.42,RM_type_A,Permanent,Male,1981,Y,2,2,0,level_4,2.83,2005,6.0,6,5,3,0,0,0,0,54.49333333333333,56.47,0.0,7,7,3
13884,JG04,1.92,PG03,1.92,3.42,RM_type_A,Permanent,Female,1989,Y,2,1,1,level_4,3.35,2011,6.0,6,2,4,0,6,0,0,62.10666666666666,64.88,0.0,6,7,3
13885,JG04,1.92,PG03,1.92,0.75,RM_type_A,Permanent,Male,1986,Y,1,0,1,level_4,3.03,2010,4.0,4,2,3,1,3,0,0,72.79333333333334,75.43,0.0,4,7,3
13886,JG04,1.42,PG03,1.42,1.75,RM_type_B,Permanent,Male,1988,Y,0,0,0,level_4,3.05,2012,2.0,2,1,2,0,1,0,1,,,,9,9,0
13887,JG04,0.33,PG03,0.33,0.33,RM_type_B,Permanent,Male,1991,N,0,0,0,level_4,3.05,2014,1.0,1,1,1,0,0,0,0,,,,9,9,0
13888,JG04,0.33,PG03,0.33,0.33,RM_type_B,Permanent,Female,1990,Y,0,0,0,level_4,2.92,2016,1.0,1,1,1,0,0,0,0,,,,9,9,0
13889,JG04,1.25,PG03,1.25,1.42,RM_type_C,Permanent,Male,1989,Y,0,0,0,level_4,3.23,2011,6.0,6,4,3,4,0,2,0,57.63,55.85,0.0,6,7,3
13890,JG04,1.42,PG03,1.42,1.42,RM_type_A,Permanent,Male,1987,N,0,0,0,level_4,3.07,2010,3.0,3,2,2,0,0,0,0,58.65333333333333,65.33,0.0,6,7,3
13891,JG04,1.42,PG03,1.42,0.25,RM_type_B,Permanent,Male,1991,Y,0,0,0,level_4,3.35,2013,2.0,2,2,2,0,2,0,0,,,,9,9,0
13892,JG04,0.75,PG03,0.75,0.75,RM_type_B,Permanent,Male,1991,Y,1,0,1,level_4,3.32,2014,1.0,1,1,1,0,0,0,0,,,,9,9,0
13893,JG03,0.33,PG01,0.33,0.33,RM_type_B,Contract,Male,1991,N,0,0,0,level_4,3.17,2015,,1,1,1,0,0,0,0,,,,9,9,0
13894,JG05,0.5,PG05,0.5,2.42,RM_type_A,Permanent,Male,1983,Y,3,1,2,level_4,3.08,2007,7.0,7,3,3,0,3,0,0,56.76333333333334,62.54,0.0,6,7,3
13895,JG04,2.17,PG03,2.17,0.25,RM_type_A,Permanent,Male,1986,Y,0,0,0,level_3,2.94,2007,6.0,6,5,3,6,9,0,0,104.27666666666669,103.34,3.0,7,8,3
13896,JG04,1.83,PG03,1.83,0.25,RM_type_B,Permanent,Female,1988,Y,1,1,0,level_3,2.77,2011,4.0,4,4,4,0,4,1,0,39.24,46.52,0.0,6,7,3
13897,JG04,1.08,PG03,1.08,1.08,RM_type_B,Permanent,Female,1986,N,0,0,0,level_3,2.9,2007,1.0,1,1,1,0,0,3,0,,,,9,9,0
13898,JG03,0.67,PG01,0.67,0.67,RM_type_B,Contract,Female,1991,N,0,0,0,level_4,3.43,2013,,1,1,1,0,0,0,0,,,,9,9,0
13899,JG04,0.33,PG03,0.33,0.33,RM_type_B,Permanent,Male,1990,N,0,0,0,level_4,3.19,2012,1.0,1,1,1,0,0,0,0,,,,9,9,0
13900,JG04,2.5,PG03,2.5,1.42,RM_type_A,Permanent,Male,1989,Y,1,1,0,level_4,3.35,2011,6.0,6,3,2,1,2,0,0,63.11333333333334,71.43,0.0,6,7,1
13901,JG04,1.83,PG03,1.83,1.42,RM_type_A,Permanent,Male,1988,Y,1,0,1,level_4,3.15,2011,5.0,5,3,2,2,7,0,0,58.93000000000001,51.03,0.0,6,7,1
13902,JG04,1.42,PG03,1.42,1.75,RM_type_B,Permanent,Male,1990,N,0,0,0,level_4,3.14,2012,2.0,2,1,2,0,0,0,0,,,,9,9,0
13903,JG04,0.33,PG03,0.33,0.33,RM_type_B,Permanent,Male,1991,Y,1,1,0,level_4,2.93,2014,1.0,1,1,1,0,0,0,0,,,,9,9,0
13904,JG04,1.92,PG03,1.92,3.42,RM_type_A,Permanent,Male,1985,Y,3,2,1,level_4,3.02,2009,7.0,7,3,3,0,1,2,0,63.13333333333333,63.36,0.0,6,7,3
13905,JG04,1.42,PG03,1.42,0.5,RM_type_B,Permanent,Female,1989,Y,1,0,1,level_4,3.4,2010,6.0,6,3,2,0,6,2,0,54.51333333333333,57.58,0.0,6,7,3
13906,JG04,1.25,PG03,1.25,1.58,RM_type_C,Permanent,Male,1991,Y,2,1,1,level_4,3.51,2012,2.0,2,1,3,0,0,0,0,,,,9,9,0
13907,JG04,0.75,PG03,0.75,0.75,RM_type_B,Permanent,Male,1992,N,0,0,0,level_4,3.07,2015,1.0,1,1,1,0,0,0,0,,,,9,9,0
13908,JG04,0.33,PG03,0.33,0.33,RM_type_B,Permanent,Female,1990,N,0,0,0,level_4,3.33,2015,1.0,1,1,1,0,0,0,0,,,,9,9,0
13909,JG04,1.42,PG03,1.42,1.42,RM_type_A,Permanent,Male,1989,Y,0,0,0,level_4,3.04,2013,3.0,3,2,2,0,1,0,0,23.31333333333333,43.29,0.0,7,7,3
13910,JG03,0.67,PG01,0.67,0.67,RM_type_B,Contract,Male,1991,Y,0,0,0,level_3,2.82,2015,,1,1,1,0,0,0,0,,,,9,9,0
13911,JG03,0.67,PG01,0.67,0.67,RM_type_B,Contract,Male,1991,Y,0,0,0,level_3,2.9,2012,,1,1,1,0,0,0,0,,,,9,9,0
13912,JG04,0.33,PG03,0.33,0.33,RM_type_B,Permanent,Male,1992,Y,0,0,0,level_3,2.77,2013,1.0,1,1,1,0,0,0,0,,,,9,9,0
13913,JG04,5.25,PG04,0.0,1.42,RM_type_B,Permanent,Male,1983,Y,1,0,1,level_4,0.0,2006,12.0,13,10,9,5,3,3,0,44.026666666666664,41.73,0.0,7,7,3
13914,JG04,7.33,PG04,4.0,1.42,RM_type_A,Permanent,Male,1982,Y,0,0,0,level_3,3.14,2005,7.0,7,4,1,5,0,0,0,64.13,65.35,0.0,6,7,3
13915,JG04,1.42,PG03,1.42,0.75,RM_type_A,Permanent,Male,1989,N,0,0,0,level_3,3.66,2012,3.0,3,2,3,0,2,1,0,39.136666666666656,52.32,0.0,7,7,3
13916,JG04,0.33,PG03,0.33,0.33,RM_type_B,Permanent,Female,1988,Y,1,1,0,level_4,3.27,2011,1.0,1,1,1,0,0,0,0,,,,9,9,0
13917,JG04,1.83,PG03,1.83,3.42,RM_type_A,Permanent,Female,1986,Y,1,1,0,level_4,3.36,2010,7.0,7,3,3,2,2,0,0,53.60333333333333,53.99,0.0,6,7,3
13918,JG04,1.92,PG03,1.92,0.5,RM_type_A,Permanent,Male,1986,N,0,0,0,level_4,3.08,2011,6.0,6,3,4,0,0,2,1,61.49,62.05,0.0,6,7,3
13919,JG04,1.92,PG03,1.92,0.5,RM_type_A,Permanent,Male,1987,Y,0,0,0,level_3,3.04,2011,4.0,4,2,2,0,0,0,0,38.41333333333333,32.67,0.0,7,7,1
13920,JG04,0.5,PG03,0.5,2.25,RM_type_B,Permanent,Male,1989,N,0,0,0,level_4,3.36,2012,4.0,4,3,2,0,4,0,0,39.92666666666667,42.77,0.0,7,7,3
13921,JG04,1.42,PG03,1.42,0.5,RM_type_B,Permanent,Female,1989,Y,0,0,0,level_4,3.33,2012,2.0,2,3,2,1,1,7,0,,,,9,9,0
13922,JG04,1.25,PG03,1.25,0.75,RM_type_A,Permanent,Male,1988,Y,0,0,0,level_4,3.08,2014,2.0,2,2,3,0,6,0,0,,,,9,9,0
13923,JG04,0.33,PG03,0.33,0.33,RM_type_B,Permanent,Female,1992,N,0,0,0,level_4,3.54,2014,1.0,1,1,1,0,0,0,0,,,,9,9,0
13924,JG04,1.92,PG03,1.92,1.42,RM_type_A,Permanent,Male,1986,Y,2,1,1,level_3,2.89,2007,6.0,6,5,3,3,4,0,0,65.45666666666666,69.62,0.0,6,7,3
13925,JG04,1.92,PG03,1.92,2.42,RM_type_A,Permanent,Male,1984,Y,3,2,1,level_4,2.94,2007,4.0,4,2,2,0,5,0,0,33.31666666666667,44.63,0.0,7,7,3
13926,JG04,1.08,PG03,1.08,1.25,RM_type_B,Permanent,Male,1988,Y,0,0,0,level_4,3.02,2013,1.0,1,1,2,0,0,0,0,,,,9,9,0
13927,JG03,0.67,PG01,0.67,0.67,RM_type_B,Contract,Male,1993,N,0,0,0,level_4,3.58,2016,,1,1,1,0,0,0,0,,,,9,9,0
13928,JG04,1.42,PG03,1.42,0.5,RM_type_B,Permanent,Female,1989,N,0,0,0,level_3,2.95,2010,2.0,2,2,2,0,7,3,0,,,,9,9,0
13929,JG04,1.42,PG03,1.42,1.75,RM_type_B,Permanent,Male,1991,Y,0,0,0,level_4,3.2,2013,2.0,2,1,2,0,0,0,0,,,,9,9,0
13930,JG04,0.33,PG03,0.33,0.33,RM_type_B,Permanent,Female,1990,Y,1,0,1,level_4,3.2,2012,1.0,1,1,1,0,0,0,0,,,,9,9,0
13931,JG04,1.92,PG03,1.92,1.42,RM_type_A,Permanent,Female,1987,Y,0,0,0,level_4,3.54,2010,3.0,3,2,2,0,5,3,0,57.48666666666666,67.56,0.0,5,7,3
13932,JG04,1.92,PG03,1.92,0.75,RM_type_A,Permanent,Male,1990,N,0,0,0,level_4,2.88,2013,3.0,3,3,3,2,5,0,0,32.84666666666667,43.1,0.0,7,7,3
13933,JG03,0.67,PG01,0.67,0.67,RM_type_B,Contract,Female,1990,Y,0,0,0,level_4,3.24,2014,,1,1,1,0,0,0,0,,,,9,9,0
13934,JG04,0.75,PG03,0.75,0.75,RM_type_B,Permanent,Female,1988,Y,1,1,0,level_4,3.5,2010,1.0,1,1,1,0,0,4,0,,,,9,9,0
13935,JG04,0.33,PG03,0.33,0.33,RM_type_B,Permanent,Female,1990,Y,0,0,0,level_4,3.8,2012,1.0,1,1,1,0,0,0,0,,,,9,9,0
13936,JG04,1.25,PG03,1.25,1.5,RM_type_B,Permanent,Male,1991,N,0,0,0,level_3,2.84,2011,6.0,6,3,3,0,1,0,0,68.82333333333334,76.34,0.0,8,7,1
13937,JG04,1.08,PG03,1.08,0.5,RM_type_B,Permanent,Male,1987,Y,0,0,0,level_4,3.13,2011,1.0,1,2,2,0,0,0,0,,,,9,9,0
13938,JG04,1.92,PG03,1.92,0.08,RM_type_A,Permanent,Male,1983,Y,2,1,1,level_4,3.76,2007,6.0,6,5,5,8,11,0,0,49.99,63.01,0.0,6,7,3
13939,JG04,1.92,PG03,1.92,1.5,RM_type_A,Permanent,Female,1989,N,0,0,0,level_3,2.97,2011,4.0,4,2,3,0,2,0,0,45.08333333333334,48.84,0.0,7,7,3
13940,JG04,1.92,PG03,1.92,0.5,RM_type_A,Permanent,Male,1988,Y,0,0,0,level_4,3.18,2012,4.0,4,4,2,0,3,0,0,44.79666666666666,42.24,0.0,7,7,3
13941,JG04,1.08,PG03,1.08,0.5,RM_type_B,Permanent,Male,1991,Y,0,0,0,level_3,2.76,2012,1.0,1,2,2,0,0,0,0,,,,9,9,0
13942,JG04,1.08,PG03,1.08,0.5,RM_type_B,Permanent,Male,1989,Y,0,0,0,level_4,3.29,2013,1.0,1,2,2,0,0,0,0,,,,9,9,0
13943,JG03,0.08,PG01,0.08,0.08,RM_type_B,Contract,Male,1993,N,0,0,0,level_4,3.09,2015,,1,2,1,0,0,0,0,,,,9,9,0
13944,JG04,1.08,PG03,1.08,0.5,RM_type_B,Permanent,Male,1990,N,0,0,0,level_4,3.21,2013,1.0,1,2,2,0,0,0,0,,,,9,9,0
13945,JG03,0.5,PG01,0.5,0.5,RM_type_B,Contract,Male,1989,N,0,0,0,level_4,3.16,2014,,1,1,1,0,0,0,0,,,,9,9,0
13946,JG03,0.08,PG01,0.08,0.08,RM_type_B,Contract,Male,1990,N,0,0,0,level_4,3.0,2013,,1,1,1,0,0,0,0,,,,9,9,0
13947,JG04,1.92,PG03,1.92,0.5,RM_type_A,Permanent,Male,1985,Y,1,0,1,level_4,3.47,2010,6.0,6,5,3,0,1,0,0,34.62333333333333,38.84,0.0,6,7,1
13948,JG04,1.92,PG03,1.92,0.5,RM_type_A,Permanent,Male,1988,Y,0,0,0,level_4,3.01,2011,6.0,6,3,2,3,5,0,0,52.776666666666664,63.04,0.0,6,7,3
13949,JG04,1.92,PG03,1.92,0.5,RM_type_A,Permanent,Female,1990,Y,2,2,0,level_4,3.45,2012,4.0,4,6,4,0,0,0,1,45.81333333333333,53.36,0.0,7,7,3
13950,JG04,1.25,PG03,1.25,0.5,RM_type_B,Permanent,Male,1989,Y,0,0,0,level_4,3.25,2012,3.0,3,2,2,0,3,4,0,51.98,55.21,0.0,7,7,3
13951,JG04,1.25,PG03,1.25,1.5,RM_type_B,Permanent,Male,1987,Y,1,0,1,level_4,3.07,2010,3.0,3,2,2,0,2,0,0,20.586666666666673,21.85,0.0,5,7,3
13952,JG04,1.25,PG03,1.25,1.5,RM_type_B,Permanent,Male,1992,Y,1,0,1,level_4,3.47,2013,3.0,3,2,2,0,2,0,0,42.82333333333333,45.16,0.0,7,7,3
13953,JG04,1.92,PG03,1.92,1.5,RM_type_A,Permanent,Male,1986,Y,0,0,0,level_4,3.16,2011,5.0,5,3,3,1,2,0,0,66.84666666666665,67.58,0.0,6,7,3
13954,JG04,1.92,PG03,1.92,1.5,RM_type_B,Permanent,Female,1990,N,0,0,0,level_3,2.96,2012,4.0,4,3,2,0,6,0,0,40.0,40.82,0.0,6,7,3
13955,JG04,1.92,PG03,1.92,0.5,RM_type_A,Permanent,Female,1989,N,0,0,0,level_3,3.51,2012,4.0,4,3,3,0,1,0,0,49.78666666666667,53.25,0.0,6,7,3
13956,JG03,0.42,PG01,0.42,0.42,RM_type_B,Contract,Female,1988,Y,0,0,0,level_4,3.45,2011,,1,1,1,0,0,0,0,,,,9,9,0
13957,JG04,1.92,PG03,1.92,1.5,RM_type_B,Permanent,Male,1984,Y,1,1,0,level_4,3.02,2008,5.0,5,4,2,0,5,0,0,42.75,43.37,0.0,7,7,3
13958,JG04,1.92,PG03,1.92,0.5,RM_type_C,Permanent,Male,1985,Y,0,0,0,,,,5.0,5,4,3,0,2,0,0,48.42333333333333,51.83,0.0,6,7,3
13959,JG04,1.92,PG03,1.92,0.5,RM_type_A,Permanent,Male,1985,Y,0,0,0,level_4,3.07,2009,4.0,4,4,2,0,6,0,0,20.166666666666668,14.96,0.0,7,7,3
13960,JG04,1.25,PG03,1.25,1.75,RM_type_B,Permanent,Male,1988,Y,1,0,1,level_4,2.79,2012,2.0,2,1,2,0,0,0,0,,,,9,9,0
13961,JG04,1.25,PG03,1.25,0.5,RM_type_B,Permanent,Male,1989,Y,1,1,0,level_4,2.77,2013,2.0,2,2,2,0,0,0,0,,,,9,9,0
13962,JG04,1.92,PG03,1.92,1.5,RM_type_A,Permanent,Female,1987,Y,2,1,1,level_4,3.23,2009,5.0,5,3,2,0,14,0,1,44.51333333333333,46.89,0.0,7,7,3
13963,JG04,1.25,PG03,1.25,0.5,RM_type_B,Permanent,Male,1988,Y,1,1,0,level_4,3.3,2009,5.0,5,3,3,1,1,0,0,29.81,47.6,0.0,7,7,3
13964,JG04,1.92,PG03,1.92,1.5,RM_type_A,Permanent,Male,1987,Y,2,0,2,level_4,3.11,2009,5.0,5,3,3,0,3,0,0,79.13666666666667,78.68,0.0,6,6,3
13965,JG04,1.92,PG03,1.92,1.5,RM_type_A,Permanent,Male,1987,Y,1,0,1,level_4,3.18,2013,4.0,4,3,3,4,2,0,0,43.27,50.0,0.0,7,7,3
13966,JG04,1.92,PG03,1.92,0.33,RM_type_B,Permanent,Male,1987,Y,1,0,1,level_4,2.75,2010,4.0,4,4,3,0,5,0,0,51.77333333333333,44.02,0.0,7,7,3
13967,JG04,1.08,PG03,1.08,1.08,RM_type_B,Permanent,Female,1990,Y,0,0,0,level_4,3.27,2012,1.0,1,1,1,0,0,0,0,,,,9,9,0
13968,JG04,1.92,PG03,1.92,1.5,RM_type_A,Permanent,Male,1984,Y,0,0,0,level_4,2.73,2008,5.0,5,3,5,0,3,0,0,82.01333333333334,84.05,0.0,6,6,3
13969,JG04,1.25,PG03,1.25,0.5,RM_type_B,Permanent,Female,1989,Y,1,0,1,level_3,3.01,2011,4.0,4,3,3,1,3,0,0,50.07,45.75,0.0,7,7,3
13970,JG04,1.08,PG03,1.08,1.25,RM_type_B,Permanent,Male,1991,N,0,0,0,level_4,3.13,2014,1.0,1,1,2,0,0,0,0,,,,9,9,0
13971,JG04,1.25,PG03,1.25,0.5,RM_type_B,Permanent,Male,1988,Y,2,1,1,level_4,2.92,2011,6.0,6,3,2,1,3,0,0,46.36000000000001,55.48,0.0,6,7,3
13972,JG04,1.92,PG03,1.92,1.5,RM_type_B,Permanent,Male,1986,Y,2,0,2,level_4,3.05,2008,5.0,5,3,4,0,3,0,1,65.64,65.08,0.0,6,7,3
13973,JG04,1.92,PG03,1.92,1.5,RM_type_A,Permanent,Male,1990,Y,1,0,1,,,,5.0,5,4,3,0,0,0,1,30.566666666666666,13.0,0.0,7,7,3
13974,JG04,1.92,PG03,1.92,0.5,RM_type_A,Permanent,Male,1986,Y,1,1,0,level_4,3.16,2010,5.0,5,4,3,0,2,0,0,57.21333333333333,76.09,0.0,6,7,3
13975,JG04,1.92,PG03,1.92,0.5,RM_type_A,Permanent,Female,1988,Y,2,0,2,level_4,3.31,2009,4.0,4,3,4,0,2,0,0,30.266666666666666,36.53,0.0,7,7,3
13976,JG04,1.92,PG03,1.92,1.5,RM_type_C,Permanent,Male,1989,N,0,0,0,level_4,3.25,2010,4.0,4,2,3,0,4,0,0,89.11000000000001,96.34,2.0,5,5,3
13977,JG04,1.08,PG03,1.08,1.08,RM_type_B,Permanent,Male,1989,N,0,0,0,level_4,2.77,2013,1.0,1,1,1,0,0,0,0,,,,9,9,0
13978,JG03,0.5,PG01,0.5,0.5,RM_type_B,Contract,Female,1990,Y,0,0,0,level_4,3.09,2012,,1,1,1,0,0,0,0,,,,9,9,0
13979,JG04,3.0,PG04,0.0,0.5,RM_type_C,Permanent,Male,1985,Y,0,0,0,level_4,2.93,2008,7.0,7,3,3,0,0,0,0,65.23333333333333,50.07,1.0,7,7,3
13980,JG04,1.92,PG03,1.92,1.5,RM_type_A,Permanent,Male,1989,Y,0,0,0,level_4,3.27,2012,5.0,5,3,3,1,2,0,0,40.906666666666666,38.6,0.0,7,7,1
13981,JG04,1.92,PG03,1.92,0.5,RM_type_B,Permanent,Male,1990,Y,0,0,0,level_4,3.33,2011,3.0,3,3,2,0,5,0,1,51.71000000000001,71.9,0.0,6,7,3
13982,JG04,1.08,PG03,1.08,1.25,RM_type_B,Permanent,Male,1989,Y,0,0,0,level_3,2.87,2011,1.0,1,1,2,0,0,0,0,,,,9,9,0
13983,JG03,0.92,PG01,0.92,0.92,RM_type_B,Contract,Male,1988,Y,0,0,0,level_4,3.02,2014,,1,1,1,0,0,0,0,,,,9,9,0
13984,JG04,1.25,PG03,1.25,1.5,RM_type_A,Permanent,Female,1984,N,0,0,0,level_4,3.01,2006,3.0,3,2,3,0,8,0,0,43.8,43.92,0.0,7,7,3
13985,JG04,1.25,PG03,1.25,1.58,RM_type_A,Permanent,Male,1992,Y,0,0,0,level_3,3.15,2013,2.0,2,1,3,0,4,0,0,,,,9,9,0
13986,JG04,1.08,PG03,1.08,1.25,RM_type_B,Permanent,Male,1991,N,0,0,0,level_3,3.05,2012,1.0,1,1,3,0,0,0,0,,,,9,9,0
13987,JG03,0.92,PG01,0.92,0.92,RM_type_B,Contract,Female,1990,N,0,0,0,level_4,3.07,2013,,1,1,1,0,0,0,0,,,,9,9,0
13988,JG03,0.33,PG01,0.33,0.33,RM_type_B,Contract,Female,1992,N,0,0,0,level_4,3.22,2014,,1,2,1,0,0,0,0,,,,9,9,0
13989,JG03,0.08,PG01,0.08,0.08,RM_type_B,Contract,Female,1989,N,0,0,0,level_4,3.46,2011,,1,2,1,0,0,0,0,,,,9,9,0
13990,JG04,7.25,PG04,3.5,2.5,RM_type_A,Permanent,Female,1987,Y,2,0,2,level_3,3.21,2008,7.0,7,2,3,3,2,0,1,43.70666666666667,45.7,0.0,7,7,3
13991,JG04,1.92,PG03,1.92,1.5,RM_type_C,Permanent,Male,1986,Y,2,1,1,level_4,3.13,2009,6.0,6,3,3,2,5,0,0,53.82333333333333,50.99,0.0,6,7,1
13992,JG04,1.17,PG03,1.17,0.0,RM_type_B,Permanent,Male,1982,Y,3,0,3,level_4,3.07,2006,5.0,5,4,3,0,3,0,0,44.83333333333334,45.71,0.0,7,4,3
13993,JG04,1.92,PG03,1.92,1.5,RM_type_A,Permanent,Male,1989,Y,1,1,0,level_4,3.22,2011,4.0,4,2,3,0,5,1,0,58.54,59.93,0.0,6,7,1
13994,JG04,5.25,PG04,1.5,0.5,RM_type_C,Permanent,Male,1981,Y,2,0,2,level_4,0.0,2004,13.0,14,7,10,4,3,0,0,54.34666666666666,54.77,0.0,6,7,1
13995,JG05,0.5,PG05,0.5,1.5,RM_type_A,Permanent,Male,1983,Y,2,1,1,level_4,3.01,2007,7.0,7,3,4,0,0,0,1,90.80333333333333,92.71,3.0,6,5,1
13996,JG04,1.92,PG03,1.92,0.5,RM_type_B,Permanent,Male,1987,Y,0,0,0,level_4,3.08,2011,6.0,6,3,2,0,6,0,0,74.50333333333333,76.01,0.0,6,7,3
13997,JG04,1.92,PG03,1.92,1.5,RM_type_B,Permanent,Male,1985,Y,1,0,1,level_4,3.07,2008,4.0,4,3,3,1,3,0,0,63.23333333333334,67.44,0.0,5,7,3
13998,JG04,1.42,PG03,1.42,1.92,RM_type_A,Permanent,Male,1990,N,0,0,0,level_4,3.63,2012,2.0,2,1,2,0,0,4,0,20.0,20.0,0.0,9,9,0
13999,JG04,7.33,PG04,2.5,1.5,RM_type_A,Permanent,Male,1983,Y,0,0,0,level_4,3.08,2005,7.0,7,5,3,1,0,0,0,44.29,43.01,0.0,4,4,3
